,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
340,4.0,data4,Physical health conditions,E06000025,South Gloucestershire,97.92147,96.60815,98.21369,97.58274,98.27728,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,0.3558100000000053,0.6945400000000035
354,4.0,data4,Physical health conditions,E06000026,Plymouth,96.00922,96.15886,95.63358,96.32613,93.0825,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-2.926720000000003,-3.2436300000000102
368,4.0,data4,Physical health conditions,E06000027,Torbay,103.4272,103.347,102.9432,102.863,102.6215,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.8057000000000016,-0.24150000000000205
382,4.0,data4,Physical health conditions,E06000030,Swindon,99.13991,101.5502,101.5398,102.1121,100.398,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,1.2580899999999957,-1.714100000000002
396,4.0,data4,Physical health conditions,E06000031,Peterborough,104.0307,103.0314,102.487,102.9324,106.4887,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.4579999999999984,3.556299999999993
410,4.0,data4,Physical health conditions,E06000032,Luton,101.5694,100.4344,100.7682,99.73912,100.5855,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.9839000000000055,0.8463799999999964
424,4.0,data4,Physical health conditions,E06000033,Southend-on-Sea,102.2779,103.3083,102.9704,101.2869,100.9384,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-1.339500000000001,-0.34850000000000136
438,4.0,data4,Physical health conditions,E06000034,Thurrock,104.8001,106.0245,105.6793,104.1114,104.8087,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.008600000000001273,0.6972999999999985
452,4.0,data4,Physical health conditions,E06000035,Medway,95.28945,96.80697,95.23074,96.19802,97.06815,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.7787000000000006,0.8701300000000032
466,4.0,data4,Physical health conditions,E06000036,Bracknell Forest,110.857,114.0508,113.5852,111.3593,111.8235,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.9664999999999964,0.46419999999999106
480,4.0,data4,Physical health conditions,E06000037,West Berkshire,108.7547,108.2318,108.3424,108.5473,105.3242,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-3.430499999999995,-3.2231000000000023
494,4.0,data4,Physical health conditions,E06000038,Reading,104.086,104.8184,103.9738,103.4542,105.1851,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.099100000000007,1.7309000000000054
508,4.0,data4,Physical health conditions,E06000039,Slough,108.4133,110.8946,108.8825,109.6764,108.3284,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.08490000000000464,-1.347999999999999
522,4.0,data4,Physical health conditions,E06000040,Windsor and Maidenhead,106.5817,109.5177,106.8733,107.5633,106.4076,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.1740999999999957,-1.155699999999996
536,4.0,data4,Physical health conditions,E06000041,Wokingham,109.6893,109.0586,109.3108,109.9792,109.9233,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.23399999999999466,-0.055900000000008276
550,4.0,data4,Physical health conditions,E06000042,Milton Keynes,98.69003,99.42726,98.27876,99.35497,97.00021,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.6898199999999974,-2.354759999999999
564,4.0,data4,Physical health conditions,E06000043,Brighton and Hove,97.24381,97.9381,97.86244,97.54289,98.82295,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.5791400000000095,1.280060000000006
578,4.0,data4,Physical health conditions,E06000044,Portsmouth,100.3682,102.1338,101.5452,101.9351,103.1587,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.7904999999999944,1.2235999999999905
592,4.0,data4,Physical health conditions,E06000045,Southampton,97.73648,99.16823,98.42404,98.48275,98.90508,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.1685999999999979,0.4223300000000023
606,4.0,data4,Physical health conditions,E06000046,Isle of Wight,103.6705,102.5467,102.3079,102.4271,103.2503,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.42020000000000834,0.8231999999999999
620,4.0,data4,Physical health conditions,E06000047,County Durham,81.77535,83.14029,84.12428,83.74575,83.65847,,,,,,,,,,,,,,,,,,,,,,E12000001,North East,1.883119999999991,-0.08728000000000691
634,4.0,data4,Physical health conditions,E06000049,Cheshire East,90.46009,90.88643,90.20201,90.55983,89.26054,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,-1.199549999999988,-1.2992899999999992
648,4.0,data4,Physical health conditions,E06000050,Cheshire West and Chester,90.42307,90.89597,91.93845,90.86242,91.48346,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,1.0603899999999982,0.6210399999999936
662,4.0,data4,Physical health conditions,E06000051,Shropshire,93.49784,92.83277,91.9092,92.13045,91.80738,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-1.6904600000000016,-0.3230700000000013
676,4.0,data4,Physical health conditions,E06000052,Cornwall,82.5416,82.90276,82.15784,82.44201,83.12312,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,0.5815199999999976,0.6811100000000039
690,4.0,data4,Physical health conditions,E06000054,Wiltshire,88.39168,88.78249,87.32113,89.85929,86.7351,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-1.656579999999991,-3.1241899999999987
704,4.0,data4,Physical health conditions,E06000055,Bedford,104.2491,103.8503,105.0783,104.8437,105.9182,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.6691000000000003,1.0745000000000005
718,4.0,data4,Physical health conditions,E06000056,Central Bedfordshire,98.69312,98.82453,99.90592,99.57179,96.84209,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-1.8510299999999944,-2.729699999999994
732,4.0,data4,Physical health conditions,E06000057,Northumberland,89.71921,90.11406,90.93159,91.1709,90.71185,,,,,,,,,,,,,,,,,,,,,,E12000001,North East,0.9926399999999944,-0.45905000000000484
746,4.0,data4,Physical health conditions,E06000058,"Bournemouth, Christchurch and Poole",87.31637,88.21678,87.5174,88.64527,88.26407,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,0.9476999999999975,-0.38119999999999266
760,4.0,data4,Physical health conditions,E06000059,Dorset,90.02055,89.60316,90.40209,89.85218,89.70393,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.31662000000000035,-0.14825000000000443
774,4.0,data4,Physical health conditions,E06000060,Buckinghamshire,88.11066,87.91569,88.32888,88.77387,87.70952,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.40113999999999805,-1.0643500000000046
788,4.0,data4,Physical health conditions,E06000061,North Northamptonshire,114.3133,114.018,113.8129,113.1789,112.9417,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-1.3716000000000008,-0.2372000000000014
802,4.0,data4,Physical health conditions,E06000062,West Northamptonshire,105.0922,104.5095,105.2863,105.0787,104.5237,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-0.5685000000000002,-0.5549999999999926
816,4.0,data4,Physical health conditions,E07000008,Cambridge,110.9868,109.8205,109.4278,111.9384,108.6076,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.3791999999999973,-3.3307999999999964
830,4.0,data4,Physical health conditions,E07000009,East Cambridgeshire,116.2167,115.2991,114.9564,116.6631,114.1922,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.0245000000000033,-2.4709000000000003
844,4.0,data4,Physical health conditions,E07000010,Fenland,107.4458,109.3674,105.9365,108.8502,108.1885,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.7426999999999992,-0.6616999999999962
858,4.0,data4,Physical health conditions,E07000011,Huntingdonshire,103.717,103.834,103.8065,103.3717,102.7896,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.9274000000000058,-0.5821000000000112
872,4.0,data4,Physical health conditions,E07000012,South Cambridgeshire,113.2171,110.8289,112.3086,109.4513,110.4449,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.772199999999998,0.9936000000000007
886,4.0,data4,Physical health conditions,E07000026,Allerdale,110.1791,111.9881,110.5898,110.0992,111.298,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,1.1188999999999965,1.1988000000000056
900,4.0,data4,Physical health conditions,E07000027,Barrow-in-Furness,112.0928,112.4326,113.1112,114.8184,114.6206,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,2.527799999999999,-0.19780000000000086
914,4.0,data4,Physical health conditions,E07000028,Carlisle,106.9507,108.9503,111.1767,109.1891,107.6153,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.6646000000000072,-1.5737999999999914
928,4.0,data4,Physical health conditions,E07000029,Copeland,115.4745,113.4529,113.6793,113.2681,117.6632,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,2.188699999999997,4.395099999999999
942,4.0,data4,Physical health conditions,E07000030,Eden,122.3611,120.6364,121.7078,122.8291,122.6596,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.2985000000000042,-0.16949999999999932
956,4.0,data4,Physical health conditions,E07000031,South Lakeland,108.0857,108.9069,109.4175,108.7725,108.7112,,,,,,,,,,,,,,,,,,,,,,E12000002,North West,0.6255000000000024,-0.061299999999988586
970,4.0,data4,Physical health conditions,E07000032,Amber Valley,105.2891,106.3746,104.5033,108.4712,106.6135,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,1.3243999999999971,-1.8576999999999941
984,4.0,data4,Physical health conditions,E07000033,Bolsover,109.8901,110.4972,112.3221,111.0282,111.76,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,1.8699000000000012,0.7318000000000069
998,4.0,data4,Physical health conditions,E07000034,Chesterfield,105.8007,109.0582,108.9377,108.5603,107.2939,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,1.4931999999999874,-1.2664000000000044
1012,4.0,data4,Physical health conditions,E07000035,the Derbyshire Dales,113.9371,114.7021,114.1568,113.7365,113.8654,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-0.07170000000000698,0.12889999999998736
1026,4.0,data4,Physical health conditions,E07000036,Erewash,108.5309,107.2349,108.8414,108.7232,108.6105,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,0.07959999999999923,-0.1127000000000038
1040,4.0,data4,Physical health conditions,E07000037,High Peak,111.3806,111.026,112.0371,112.2891,110.4068,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-0.9737999999999971,-1.8823000000000008
1054,4.0,data4,Physical health conditions,E07000038,North East Derbyshire,112.7471,113.4378,113.4801,113.5679,112.0423,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-0.7048000000000059,-1.5255999999999972
1068,4.0,data4,Physical health conditions,E07000039,South Derbyshire,113.4062,114.0641,114.7567,113.9486,113.8093,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,0.4030999999999949,-0.13930000000000575
1082,4.0,data4,Physical health conditions,E07000040,East Devon,106.5226,105.8501,106.7872,105.5392,105.8265,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.6961000000000013,0.2873000000000019
1096,4.0,data4,Physical health conditions,E07000041,Exeter,108.8791,108.3134,107.2781,108.7418,107.9951,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.8840000000000003,-0.7467000000000041
1110,4.0,data4,Physical health conditions,E07000042,Mid Devon,112.7931,114.3152,114.3582,113.6119,112.6235,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.16959999999998843,-0.9883999999999986
1124,4.0,data4,Physical health conditions,E07000043,North Devon,110.9555,108.6021,107.8606,109.5759,112.0019,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,1.0464000000000055,2.426000000000002
1138,4.0,data4,Physical health conditions,E07000044,South Hams,116.8652,115.9956,119.9377,115.8826,116.7177,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.14750000000000796,0.8350999999999971
1152,4.0,data4,Physical health conditions,E07000045,Teignbridge,106.7877,106.9937,109.1882,108.5836,106.1999,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.5878000000000014,-2.3837000000000046
1166,4.0,data4,Physical health conditions,E07000046,Torridge,116.0955,114.6189,116.1189,113.6261,115.7549,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.3405999999999949,2.1288000000000125
1180,4.0,data4,Physical health conditions,E07000047,West Devon,118.7082,121.5845,120.0268,118.9305,120.2299,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,1.5216999999999956,1.2994000000000057
1194,4.0,data4,Physical health conditions,E07000061,Eastbourne,109.7949,110.9859,109.0333,107.5577,109.6131,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.18179999999999552,2.055400000000006
1208,4.0,data4,Physical health conditions,E07000062,Hastings,111.7409,109.629,109.8016,112.9475,110.1422,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.5986999999999938,-2.8053000000000026
1222,4.0,data4,Physical health conditions,E07000063,Lewes,108.8306,109.7229,109.8377,108.6236,109.5122,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.6816000000000031,0.8886000000000109
1236,4.0,data4,Physical health conditions,E07000064,Rother,110.252,111.8493,111.523,112.6321,110.5286,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.27660000000000196,-2.103499999999997
1250,4.0,data4,Physical health conditions,E07000065,Wealden,104.229,104.7199,102.8633,104.6989,102.7617,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.4672999999999945,-1.93719999999999
1264,4.0,data4,Physical health conditions,E07000066,Basildon,101.7092,101.0293,101.8966,102.0364,101.6323,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.07689999999999486,-0.4040999999999997
1278,4.0,data4,Physical health conditions,E07000067,Braintree,106.1546,106.9696,107.2751,106.4159,107.5084,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.3537999999999926,1.0925000000000011
1292,4.0,data4,Physical health conditions,E07000068,Brentwood,115.1542,115.4758,116.8627,116.0392,116.5026,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.348399999999998,0.46340000000000714
1306,4.0,data4,Physical health conditions,E07000069,Castle Point,110.4532,110.4151,111.8935,112.0508,112.887,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.433800000000005,0.8362000000000052
1320,4.0,data4,Physical health conditions,E07000070,Chelmsford,103.4862,105.3333,104.5761,103.8734,104.1472,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.6610000000000014,0.27379999999999427
1334,4.0,data4,Physical health conditions,E07000071,Colchester,102.8446,103.5017,105.0886,103.1593,105.5931,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.748500000000007,2.433800000000005
1348,4.0,data4,Physical health conditions,E07000072,Epping Forest,110.3618,113.0134,112.8672,111.6851,111.6892,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,1.3273999999999972,0.004099999999993997
1362,4.0,data4,Physical health conditions,E07000073,Harlow,111.2254,111.7244,113.8207,112.5309,112.0115,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.7861000000000047,-0.5194000000000045
1376,4.0,data4,Physical health conditions,E07000074,Maldon,120.81,120.4255,121.105,123.3673,118.7444,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.0656000000000034,-4.622900000000001
1390,4.0,data4,Physical health conditions,E07000075,Rochford,112.4602,115.1223,112.8513,113.6505,115.2832,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.8229999999999933,1.6326999999999998
1404,4.0,data4,Physical health conditions,E07000076,Tendring,101.0758,101.8328,101.7742,101.7657,100.8709,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.20489999999999498,-0.8947999999999894
1418,4.0,data4,Physical health conditions,E07000077,Uttlesford,115.1757,117.0011,115.7109,115.0314,116.1428,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.9670999999999879,1.111399999999989
1432,4.0,data4,Physical health conditions,E07000078,Cheltenham,107.9629,110.2657,110.4099,109.1287,109.9233,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,1.9603999999999928,0.7946000000000026
1446,4.0,data4,Physical health conditions,E07000079,Cotswold,112.3114,112.0829,113.7728,114.2135,114.7505,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,2.4390999999999963,0.5370000000000061
1460,4.0,data4,Physical health conditions,E07000080,Forest of Dean,113.1103,113.8243,115.8751,115.4833,113.0337,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-0.07659999999999911,-2.4496000000000038
1474,4.0,data4,Physical health conditions,E07000081,Gloucester,107.3072,106.1932,106.8194,106.7767,108.2606,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,0.953400000000002,1.4838999999999913
1488,4.0,data4,Physical health conditions,E07000082,Stroud,108.3806,110.3245,108.6897,111.044,109.2887,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,0.9081000000000046,-1.7552999999999912
1502,4.0,data4,Physical health conditions,E07000083,Tewkesbury,112.427,115.5092,116.1994,114.5868,114.0911,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,1.6640999999999906,-0.49569999999999936
1516,4.0,data4,Physical health conditions,E07000084,Basingstoke and Deane,106.0923,107.5353,105.6073,106.906,108.5675,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.475200000000001,1.6614999999999895
1530,4.0,data4,Physical health conditions,E07000085,East Hampshire,113.2903,110.7296,111.2921,113.6211,112.4334,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.856899999999996,-1.1876999999999924
1544,4.0,data4,Physical health conditions,E07000086,Eastleigh,107.8258,107.4967,109.8859,109.0914,110.6467,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.8208999999999946,1.5553000000000026
1558,4.0,data4,Physical health conditions,E07000087,Fareham,111.8691,109.5174,109.2666,109.0484,109.1244,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-2.744700000000009,0.0759999999999934
1572,4.0,data4,Physical health conditions,E07000088,Gosport,112.0156,113.9517,113.7261,113.4088,113.9665,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.95089999999999,0.557699999999997
1586,4.0,data4,Physical health conditions,E07000089,Hart,113.7151,113.3493,115.8217,111.2869,114.1021,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.38699999999998624,2.81519999999999
1600,4.0,data4,Physical health conditions,E07000090,Havant,105.7549,107.2878,107.3429,105.6067,104.9498,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.8051000000000101,-0.6569000000000074
1614,4.0,data4,Physical health conditions,E07000091,New Forest,99.66882,100.2499,99.41098,100.3994,100.026,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.3571799999999996,-0.37340000000000373
1628,4.0,data4,Physical health conditions,E07000092,Rushmoor,114.6484,115.5553,113.5672,112.9483,112.7631,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.8853000000000009,-0.1852000000000089
1642,4.0,data4,Physical health conditions,E07000093,Test Valley,111.7636,113.1631,114.4291,111.9333,113.0911,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.3275000000000006,1.1577999999999946
1656,4.0,data4,Physical health conditions,E07000094,Winchester,113.4287,109.963,110.4563,115.7866,112.5644,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.8643000000000001,-3.222200000000001
1670,4.0,data4,Physical health conditions,E07000095,Broxbourne,112.6288,113.6788,113.0986,113.2257,112.0638,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.5649999999999977,-1.1619000000000028
1684,4.0,data4,Physical health conditions,E07000096,Dacorum,107.7736,107.7589,105.7375,105.5312,107.3105,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.4630999999999972,1.7793000000000063
1698,4.0,data4,Physical health conditions,E07000098,Hertsmere,110.0105,109.3706,108.0136,108.3428,108.4375,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-1.5729999999999933,0.09470000000000312
1712,4.0,data4,Physical health conditions,E07000099,North Hertfordshire,109.0276,108.8774,109.3297,108.5647,111.1607,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.133099999999999,2.5960000000000036
1726,4.0,data4,Physical health conditions,E07000102,Three Rivers,114.9302,115.1427,117.7758,116.4833,114.777,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.15319999999999823,-1.7062999999999988
1740,4.0,data4,Physical health conditions,E07000103,Watford,116.1183,118.6104,115.7216,117.1397,116.0887,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.02960000000000207,-1.051000000000002
1754,4.0,data4,Physical health conditions,E07000105,Ashford,109.842,108.584,110.2682,110.0549,109.5802,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.2617999999999938,-0.47469999999999857
1768,4.0,data4,Physical health conditions,E07000106,Canterbury,100.9559,103.4615,102.7591,104.4749,104.926,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,3.970100000000002,0.4510999999999967
1782,4.0,data4,Physical health conditions,E07000107,Dartford,110.8943,110.4888,111.5278,111.0245,109.6769,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.2173999999999978,-1.3476
1796,4.0,data4,Physical health conditions,E07000108,Dover,107.6073,109.5315,108.4461,107.9009,108.229,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.6217000000000041,0.3281000000000063
1810,4.0,data4,Physical health conditions,E07000109,Gravesham,110.3231,113.4076,111.6856,110.7413,111.8835,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.5604000000000013,1.1422000000000025
1824,4.0,data4,Physical health conditions,E07000110,Maidstone,105.2631,105.546,106.6138,106.9751,103.0099,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-2.2531999999999925,-3.965199999999996
